,COUNTYNAME,Year,Provisional Drug Overdose Deaths,Coordinates
146,Jefferson,2022,404,"[[[-80.703, 40.157], [-80.766, 40.16], [-80.767, 40.155], [-80.883, 40.16], [-80.875, 40.306], [-80.872, 40.376], [-80.867, 40.379], [-80.865, 40.421], [-80.875, 40.423], [-80.942, 40.425], [-80.94, 40.469], [-80.924, 40.468], [-80.921, 40.556], [-80.863, 40.555], [-80.862, 40.6], [-80.837, 40.598], [-80.747, 40.597], [-80.747, 40.583], [-80.665, 40.583], [-80.663, 40.575], [-80.642, 40.559], [-80.625, 40.533], [-80.618, 40.508], [-80.602, 40.49], [-80.596, 40.475], [-80.597, 40.464], [-80.612, 40.435], [-80.613, 40.407], [-80.629, 40.394], [-80.612, 40.382], [-80.606, 40.369], [-80.611, 40.352], [-80.6, 40.33], [-80.602, 40.311], [-80.617, 40.287], [-80.617, 40.269], [-80.625, 40.262], [-80.65, 40.25], [-80.656, 40.242], [-80.67, 40.198], [-80.69, 40.177], [-80.703, 40.157]]]"
147,Jefferson,2023,495,"[[[-80.703, 40.157], [-80.766, 40.16], [-80.767, 40.155], [-80.883, 40.16], [-80.875, 40.306], [-80.872, 40.376], [-80.867, 40.379], [-80.865, 40.421], [-80.875, 40.423], [-80.942, 40.425], [-80.94, 40.469], [-80.924, 40.468], [-80.921, 40.556], [-80.863, 40.555], [-80.862, 40.6], [-80.837, 40.598], [-80.747, 40.597], [-80.747, 40.583], [-80.665, 40.583], [-80.663, 40.575], [-80.642, 40.559], [-80.625, 40.533], [-80.618, 40.508], [-80.602, 40.49], [-80.596, 40.475], [-80.597, 40.464], [-80.612, 40.435], [-80.613, 40.407], [-80.629, 40.394], [-80.612, 40.382], [-80.606, 40.369], [-80.611, 40.352], [-80.6, 40.33], [-80.602, 40.311], [-80.617, 40.287], [-80.617, 40.269], [-80.625, 40.262], [-80.65, 40.25], [-80.656, 40.242], [-80.67, 40.198], [-80.69, 40.177], [-80.703, 40.157]]]"
148,Knox,2020,147,"[[[-82.185, 40.457], [-82.189, 40.366], [-82.196, 40.239], [-82.338, 40.24], [-82.477, 40.246], [-82.476, 40.265], [-82.751, 40.277], [-82.745, 40.35], [-82.646, 40.345], [-82.633, 40.522], [-82.643, 40.522], [-82.643, 40.55], [-82.623, 40.55], [-82.375, 40.551], [-82.337, 40.555], [-82.22, 40.568], [-82.179, 40.573], [-82.185, 40.457]]]"
149,Knox,2021,211,"[[[-82.185, 40.457], [-82.189, 40.366], [-82.196, 40.239], [-82.338, 40.24], [-82.477, 40.246], [-82.476, 40.265], [-82.751, 40.277], [-82.745, 40.35], [-82.646, 40.345], [-82.633, 40.522], [-82.643, 40.522], [-82.643, 40.55], [-82.623, 40.55], [-82.375, 40.551], [-82.337, 40.555], [-82.22, 40.568], [-82.179, 40.573], [-82.185, 40.457]]]"
150,Knox,2022,139,"[[[-82.185, 40.457], [-82.189, 40.366], [-82.196, 40.239], [-82.338, 40.24], [-82.477, 40.246], [-82.476, 40.265], [-82.751, 40.277], [-82.745, 40.35], [-82.646, 40.345], [-82.633, 40.522], [-82.643, 40.522], [-82.643, 40.55], [-82.623, 40.55], [-82.375, 40.551], [-82.337, 40.555], [-82.22, 40.568], [-82.179, 40.573], [-82.185, 40.457]]]"
151,Knox,2023,192,"[[[-82.185, 40.457], [-82.189, 40.366], [-82.196, 40.239], [-82.338, 40.24], [-82.477, 40.246], [-82.476, 40.265], [-82.751, 40.277], [-82.745, 40.35], [-82.646, 40.345], [-82.633, 40.522], [-82.643, 40.522], [-82.643, 40.55], [-82.623, 40.55], [-82.375, 40.551], [-82.337, 40.555], [-82.22, 40.568], [-82.179, 40.573], [-82.185, 40.457]]]"
152,Lake,2020,972,"[[[-81.002, 41.853], [-81.003, 41.715], [-81.102, 41.714], [-81.102, 41.641], [-81.295, 41.641], [-81.296, 41.57], [-81.391, 41.57], [-81.488, 41.57], [-81.489, 41.632], [-81.475, 41.642], [-81.441, 41.674], [-81.377, 41.717], [-81.338, 41.733], [-81.281, 41.761], [-81.261, 41.758], [-81.23, 41.767], [-81.122, 41.813], [-81.041, 41.84], [-81.013, 41.847], [-81.002, 41.853]]]"
153,Lake,2021,1080,"[[[-81.002, 41.853], [-81.003, 41.715], [-81.102, 41.714], [-81.102, 41.641], [-81.295, 41.641], [-81.296, 41.57], [-81.391, 41.57], [-81.488, 41.57], [-81.489, 41.632], [-81.475, 41.642], [-81.441, 41.674], [-81.377, 41.717], [-81.338, 41.733], [-81.281, 41.761], [-81.261, 41.758], [-81.23, 41.767], [-81.122, 41.813], [-81.041, 41.84], [-81.013, 41.847], [-81.002, 41.853]]]"
154,Lake,2022,1017,"[[[-81.002, 41.853], [-81.003, 41.715], [-81.102, 41.714], [-81.102, 41.641], [-81.295, 41.641], [-81.296, 41.57], [-81.391, 41.57], [-81.488, 41.57], [-81.489, 41.632], [-81.475, 41.642], [-81.441, 41.674], [-81.377, 41.717], [-81.338, 41.733], [-81.281, 41.761], [-81.261, 41.758], [-81.23, 41.767], [-81.122, 41.813], [-81.041, 41.84], [-81.013, 41.847], [-81.002, 41.853]]]"
155,Lake,2023,877,"[[[-81.002, 41.853], [-81.003, 41.715], [-81.102, 41.714], [-81.102, 41.641], [-81.295, 41.641], [-81.296, 41.57], [-81.391, 41.57], [-81.488, 41.57], [-81.489, 41.632], [-81.475, 41.642], [-81.441, 41.674], [-81.377, 41.717], [-81.338, 41.733], [-81.281, 41.761], [-81.261, 41.758], [-81.23, 41.767], [-81.122, 41.813], [-81.041, 41.84], [-81.013, 41.847], [-81.002, 41.853]]]"
156,Lawrence,2020,350,"[[[-82.576, 38.844], [-82.583, 38.78], [-82.484, 38.772], [-82.487, 38.743], [-82.467, 38.741], [-82.472, 38.682], [-82.354, 38.676], [-82.362, 38.586], [-82.285, 38.584], [-82.292, 38.573], [-82.294, 38.541], [-82.301, 38.526], [-82.305, 38.496], [-82.318, 38.455], [-82.33, 38.445], [-82.368, 38.437], [-82.385, 38.435], [-82.405, 38.439], [-82.433, 38.43], [-82.491, 38.417], [-82.53, 38.404], [-82.566, 38.404], [-82.581, 38.409], [-82.593, 38.419], [-82.599, 38.432], [-82.605, 38.46], [-82.617, 38.475], [-82.652, 38.491], [-82.675, 38.513], [-82.696, 38.542], [-82.724, 38.558], [-82.781, 38.559], [-82.815, 38.571], [-82.74, 38.597], [-82.766, 38.644], [-82.764, 38.68], [-82.707, 38.677], [-82.702, 38.691], [-82.695, 38.75], [-82.663, 38.748], [-82.659, 38.763], [-82.65, 38.849], [-82.576, 38.844]]]"
157,Lawrence,2021,675,"[[[-82.576, 38.844], [-82.583, 38.78], [-82.484, 38.772], [-82.487, 38.743], [-82.467, 38.741], [-82.472, 38.682], [-82.354, 38.676], [-82.362, 38.586], [-82.285, 38.584], [-82.292, 38.573], [-82.294, 38.541], [-82.301, 38.526], [-82.305, 38.496], [-82.318, 38.455], [-82.33, 38.445], [-82.368, 38.437], [-82.385, 38.435], [-82.405, 38.439], [-82.433, 38.43], [-82.491, 38.417], [-82.53, 38.404], [-82.566, 38.404], [-82.581, 38.409], [-82.593, 38.419], [-82.599, 38.432], [-82.605, 38.46], [-82.617, 38.475], [-82.652, 38.491], [-82.675, 38.513], [-82.696, 38.542], [-82.724, 38.558], [-82.781, 38.559], [-82.815, 38.571], [-82.74, 38.597], [-82.766, 38.644], [-82.764, 38.68], [-82.707, 38.677], [-82.702, 38.691], [-82.695, 38.75], [-82.663, 38.748], [-82.659, 38.763], [-82.65, 38.849], [-82.576, 38.844]]]"
158,Lawrence,2022,575,"[[[-82.576, 38.844], [-82.583, 38.78], [-82.484, 38.772], [-82.487, 38.743], [-82.467, 38.741], [-82.472, 38.682], [-82.354, 38.676], [-82.362, 38.586], [-82.285, 38.584], [-82.292, 38.573], [-82.294, 38.541], [-82.301, 38.526], [-82.305, 38.496], [-82.318, 38.455], [-82.33, 38.445], [-82.368, 38.437], [-82.385, 38.435], [-82.405, 38.439], [-82.433, 38.43], [-82.491, 38.417], [-82.53, 38.404], [-82.566, 38.404], [-82.581, 38.409], [-82.593, 38.419], [-82.599, 38.432], [-82.605, 38.46], [-82.617, 38.475], [-82.652, 38.491], [-82.675, 38.513], [-82.696, 38.542], [-82.724, 38.558], [-82.781, 38.559], [-82.815, 38.571], [-82.74, 38.597], [-82.766, 38.644], [-82.764, 38.68], [-82.707, 38.677], [-82.702, 38.691], [-82.695, 38.75], [-82.663, 38.748], [-82.659, 38.763], [-82.65, 38.849], [-82.576, 38.844]]]"
159,Lawrence,2023,510,"[[[-82.576, 38.844], [-82.583, 38.78], [-82.484, 38.772], [-82.487, 38.743], [-82.467, 38.741], [-82.472, 38.682], [-82.354, 38.676], [-82.362, 38.586], [-82.285, 38.584], [-82.292, 38.573], [-82.294, 38.541], [-82.301, 38.526], [-82.305, 38.496], [-82.318, 38.455], [-82.33, 38.445], [-82.368, 38.437], [-82.385, 38.435], [-82.405, 38.439], [-82.433, 38.43], [-82.491, 38.417], [-82.53, 38.404], [-82.566, 38.404], [-82.581, 38.409], [-82.593, 38.419], [-82.599, 38.432], [-82.605, 38.46], [-82.617, 38.475], [-82.652, 38.491], [-82.675, 38.513], [-82.696, 38.542], [-82.724, 38.558], [-82.781, 38.559], [-82.815, 38.571], [-82.74, 38.597], [-82.766, 38.644], [-82.764, 38.68], [-82.707, 38.677], [-82.702, 38.691], [-82.695, 38.75], [-82.663, 38.748], [-82.659, 38.763], [-82.65, 38.849], [-82.576, 38.844]]]"
160,Licking,2020,641,"[[[-82.196, 40.239], [-82.183, 40.239], [-82.188, 40.167], [-82.199, 39.95], [-82.232, 39.951], [-82.234, 39.913], [-82.337, 39.918], [-82.418, 39.922], [-82.418, 39.928], [-82.463, 39.93], [-82.473, 39.925], [-82.783, 39.94], [-82.78, 39.976], [-82.773, 39.976], [-82.762, 40.126], [-82.751, 40.277], [-82.476, 40.265], [-82.477, 40.246], [-82.338, 40.24], [-82.196, 40.239]]]"
161,Licking,2021,784,"[[[-82.196, 40.239], [-82.183, 40.239], [-82.188, 40.167], [-82.199, 39.95], [-82.232, 39.951], [-82.234, 39.913], [-82.337, 39.918], [-82.418, 39.922], [-82.418, 39.928], [-82.463, 39.93], [-82.473, 39.925], [-82.783, 39.94], [-82.78, 39.976], [-82.773, 39.976], [-82.762, 40.126], [-82.751, 40.277], [-82.476, 40.265], [-82.477, 40.246], [-82.338, 40.24], [-82.196, 40.239]]]"
162,Licking,2022,809,"[[[-82.196, 40.239], [-82.183, 40.239], [-82.188, 40.167], [-82.199, 39.95], [-82.232, 39.951], [-82.234, 39.913], [-82.337, 39.918], [-82.418, 39.922], [-82.418, 39.928], [-82.463, 39.93], [-82.473, 39.925], [-82.783, 39.94], [-82.78, 39.976], [-82.773, 39.976], [-82.762, 40.126], [-82.751, 40.277], [-82.476, 40.265], [-82.477, 40.246], [-82.338, 40.24], [-82.196, 40.239]]]"
163,Licking,2023,543,"[[[-82.196, 40.239], [-82.183, 40.239], [-82.188, 40.167], [-82.199, 39.95], [-82.232, 39.951], [-82.234, 39.913], [-82.337, 39.918], [-82.418, 39.922], [-82.418, 39.928], [-82.463, 39.93], [-82.473, 39.925], [-82.783, 39.94], [-82.78, 39.976], [-82.773, 39.976], [-82.762, 40.126], [-82.751, 40.277], [-82.476, 40.265], [-82.477, 40.246], [-82.338, 40.24], [-82.196, 40.239]]]"
164,Logan,2020,122,"[[[-83.88, 40.539], [-83.875, 40.531], [-83.52, 40.51], [-83.52, 40.504], [-83.551, 40.229], [-83.785, 40.245], [-83.784, 40.26], [-83.983, 40.271], [-84.014, 40.274], [-84.009, 40.317], [-84.004, 40.314], [-84.005, 40.39], [-84.002, 40.391], [-84.002, 40.483], [-83.993, 40.483], [-83.994, 40.535], [-83.912, 40.535], [-83.88, 40.539]]]"
165,Logan,2021,42,"[[[-83.88, 40.539], [-83.875, 40.531], [-83.52, 40.51], [-83.52, 40.504], [-83.551, 40.229], [-83.785, 40.245], [-83.784, 40.26], [-83.983, 40.271], [-84.014, 40.274], [-84.009, 40.317], [-84.004, 40.314], [-84.005, 40.39], [-84.002, 40.391], [-84.002, 40.483], [-83.993, 40.483], [-83.994, 40.535], [-83.912, 40.535], [-83.88, 40.539]]]"
166,Logan,2022,102,"[[[-83.88, 40.539], [-83.875, 40.531], [-83.52, 40.51], [-83.52, 40.504], [-83.551, 40.229], [-83.785, 40.245], [-83.784, 40.26], [-83.983, 40.271], [-84.014, 40.274], [-84.009, 40.317], [-84.004, 40.314], [-84.005, 40.39], [-84.002, 40.391], [-84.002, 40.483], [-83.993, 40.483], [-83.994, 40.535], [-83.912, 40.535], [-83.88, 40.539]]]"
167,Logan,2023,85,"[[[-83.88, 40.539], [-83.875, 40.531], [-83.52, 40.51], [-83.52, 40.504], [-83.551, 40.229], [-83.785, 40.245], [-83.784, 40.26], [-83.983, 40.271], [-84.014, 40.274], [-84.009, 40.317], [-84.004, 40.314], [-84.005, 40.39], [-84.002, 40.391], [-84.002, 40.483], [-83.993, 40.483], [-83.994, 40.535], [-83.912, 40.535], [-83.88, 40.539]]]"
168,Lorain,2020,1548,"[[[-81.878, 41.275], [-81.972, 41.275], [-81.974, 41.2], [-82.073, 41.2], [-82.074, 41.136], [-82.17, 41.137], [-82.171, 41.064], [-82.337, 41.066], [-82.339, 41.138], [-82.342, 41.284], [-82.349, 41.429], [-82.333, 41.431], [-82.263, 41.432], [-82.24, 41.441], [-82.183, 41.472], [-82.171, 41.475], [-82.122, 41.491], [-82.079, 41.499], [-82.012, 41.516], [-81.995, 41.513], [-81.968, 41.505], [-81.97, 41.478], [-81.971, 41.351], [-81.877, 41.35], [-81.878, 41.275]]]"
169,Lorain,2021,1795,"[[[-81.878, 41.275], [-81.972, 41.275], [-81.974, 41.2], [-82.073, 41.2], [-82.074, 41.136], [-82.17, 41.137], [-82.171, 41.064], [-82.337, 41.066], [-82.339, 41.138], [-82.342, 41.284], [-82.349, 41.429], [-82.333, 41.431], [-82.263, 41.432], [-82.24, 41.441], [-82.183, 41.472], [-82.171, 41.475], [-82.122, 41.491], [-82.079, 41.499], [-82.012, 41.516], [-81.995, 41.513], [-81.968, 41.505], [-81.97, 41.478], [-81.971, 41.351], [-81.877, 41.35], [-81.878, 41.275]]]"
170,Lorain,2022,1713,"[[[-81.878, 41.275], [-81.972, 41.275], [-81.974, 41.2], [-82.073, 41.2], [-82.074, 41.136], [-82.17, 41.137], [-82.171, 41.064], [-82.337, 41.066], [-82.339, 41.138], [-82.342, 41.284], [-82.349, 41.429], [-82.333, 41.431], [-82.263, 41.432], [-82.24, 41.441], [-82.183, 41.472], [-82.171, 41.475], [-82.122, 41.491], [-82.079, 41.499], [-82.012, 41.516], [-81.995, 41.513], [-81.968, 41.505], [-81.97, 41.478], [-81.971, 41.351], [-81.877, 41.35], [-81.878, 41.275]]]"
171,Lorain,2023,1623,"[[[-81.878, 41.275], [-81.972, 41.275], [-81.974, 41.2], [-82.073, 41.2], [-82.074, 41.136], [-82.17, 41.137], [-82.171, 41.064], [-82.337, 41.066], [-82.339, 41.138], [-82.342, 41.284], [-82.349, 41.429], [-82.333, 41.431], [-82.263, 41.432], [-82.24, 41.441], [-82.183, 41.472], [-82.171, 41.475], [-82.122, 41.491], [-82.079, 41.499], [-82.012, 41.516], [-81.995, 41.513], [-81.968, 41.505], [-81.97, 41.478], [-81.971, 41.351], [-81.877, 41.35], [-81.878, 41.275]]]"
172,Lucas,2020,3044,"[[[-83.163, 41.625], [-83.164, 41.624], [-83.254, 41.623], [-83.416, 41.62], [-83.57, 41.617], [-83.604, 41.584], [-83.609, 41.575], [-83.643, 41.562], [-83.66, 41.55], [-83.699, 41.534], [-83.708, 41.52], [-83.711, 41.499], [-83.717, 41.492], [-83.738, 41.483], [-83.755, 41.47], [-83.777, 41.463], [-83.797, 41.442], [-83.868, 41.417], [-83.883, 41.418], [-83.883, 41.487], [-83.882, 41.618], [-83.878, 41.644], [-83.886, 41.719], [-83.78, 41.722], [-83.484, 41.733], [-83.477, 41.727], [-83.461, 41.734], [-83.453, 41.727], [-83.47, 41.715], [-83.443, 41.703], [-83.43, 41.693], [-83.4, 41.693], [-83.375, 41.689], [-83.356, 41.689], [-83.339, 41.696], [-83.331, 41.707], [-83.29, 41.681], [-83.24, 41.655], [-83.227, 41.647], [-83.23, 41.639], [-83.212, 41.64], [-83.18, 41.628], [-83.163, 41.625]]]"
173,Lucas,2021,3012,"[[[-83.163, 41.625], [-83.164, 41.624], [-83.254, 41.623], [-83.416, 41.62], [-83.57, 41.617], [-83.604, 41.584], [-83.609, 41.575], [-83.643, 41.562], [-83.66, 41.55], [-83.699, 41.534], [-83.708, 41.52], [-83.711, 41.499], [-83.717, 41.492], [-83.738, 41.483], [-83.755, 41.47], [-83.777, 41.463], [-83.797, 41.442], [-83.868, 41.417], [-83.883, 41.418], [-83.883, 41.487], [-83.882, 41.618], [-83.878, 41.644], [-83.886, 41.719], [-83.78, 41.722], [-83.484, 41.733], [-83.477, 41.727], [-83.461, 41.734], [-83.453, 41.727], [-83.47, 41.715], [-83.443, 41.703], [-83.43, 41.693], [-83.4, 41.693], [-83.375, 41.689], [-83.356, 41.689], [-83.339, 41.696], [-83.331, 41.707], [-83.29, 41.681], [-83.24, 41.655], [-83.227, 41.647], [-83.23, 41.639], [-83.212, 41.64], [-83.18, 41.628], [-83.163, 41.625]]]"
174,Lucas,2022,2827,"[[[-83.163, 41.625], [-83.164, 41.624], [-83.254, 41.623], [-83.416, 41.62], [-83.57, 41.617], [-83.604, 41.584], [-83.609, 41.575], [-83.643, 41.562], [-83.66, 41.55], [-83.699, 41.534], [-83.708, 41.52], [-83.711, 41.499], [-83.717, 41.492], [-83.738, 41.483], [-83.755, 41.47], [-83.777, 41.463], [-83.797, 41.442], [-83.868, 41.417], [-83.883, 41.418], [-83.883, 41.487], [-83.882, 41.618], [-83.878, 41.644], [-83.886, 41.719], [-83.78, 41.722], [-83.484, 41.733], [-83.477, 41.727], [-83.461, 41.734], [-83.453, 41.727], [-83.47, 41.715], [-83.443, 41.703], [-83.43, 41.693], [-83.4, 41.693], [-83.375, 41.689], [-83.356, 41.689], [-83.339, 41.696], [-83.331, 41.707], [-83.29, 41.681], [-83.24, 41.655], [-83.227, 41.647], [-83.23, 41.639], [-83.212, 41.64], [-83.18, 41.628], [-83.163, 41.625]]]"
175,Lucas,2023,3087,"[[[-83.163, 41.625], [-83.164, 41.624], [-83.254, 41.623], [-83.416, 41.62], [-83.57, 41.617], [-83.604, 41.584], [-83.609, 41.575], [-83.643, 41.562], [-83.66, 41.55], [-83.699, 41.534], [-83.708, 41.52], [-83.711, 41.499], [-83.717, 41.492], [-83.738, 41.483], [-83.755, 41.47], [-83.777, 41.463], [-83.797, 41.442], [-83.868, 41.417], [-83.883, 41.418], [-83.883, 41.487], [-83.882, 41.618], [-83.878, 41.644], [-83.886, 41.719], [-83.78, 41.722], [-83.484, 41.733], [-83.477, 41.727], [-83.461, 41.734], [-83.453, 41.727], [-83.47, 41.715], [-83.443, 41.703], [-83.43, 41.693], [-83.4, 41.693], [-83.375, 41.689], [-83.356, 41.689], [-83.339, 41.696], [-83.331, 41.707], [-83.29, 41.681], [-83.24, 41.655], [-83.227, 41.647], [-83.23, 41.639], [-83.212, 41.64], [-83.18, 41.628], [-83.163, 41.625]]]"
176,Madison,2020,215,"[[[-83.206, 40.108], [-83.212, 40.048], [-83.262, 40.05], [-83.263, 40.042], [-83.256, 40.022], [-83.266, 40.007], [-83.253, 39.981], [-83.25, 39.955], [-83.238, 39.943], [-83.235, 39.926], [-83.252, 39.917], [-83.244, 39.813], [-83.253, 39.695], [-83.423, 39.703], [-83.625, 39.715], [-83.653, 39.717], [-83.647, 39.773], [-83.588, 39.769], [-83.567, 39.837], [-83.543, 39.912], [-83.51, 40.004], [-83.515, 40.011], [-83.504, 40.111], [-83.28, 40.11], [-83.206, 40.108]]]"
177,Madison,2021,178,"[[[-83.206, 40.108], [-83.212, 40.048], [-83.262, 40.05], [-83.263, 40.042], [-83.256, 40.022], [-83.266, 40.007], [-83.253, 39.981], [-83.25, 39.955], [-83.238, 39.943], [-83.235, 39.926], [-83.252, 39.917], [-83.244, 39.813], [-83.253, 39.695], [-83.423, 39.703], [-83.625, 39.715], [-83.653, 39.717], [-83.647, 39.773], [-83.588, 39.769], [-83.567, 39.837], [-83.543, 39.912], [-83.51, 40.004], [-83.515, 40.011], [-83.504, 40.111], [-83.28, 40.11], [-83.206, 40.108]]]"
178,Madison,2022,139,"[[[-83.206, 40.108], [-83.212, 40.048], [-83.262, 40.05], [-83.263, 40.042], [-83.256, 40.022], [-83.266, 40.007], [-83.253, 39.981], [-83.25, 39.955], [-83.238, 39.943], [-83.235, 39.926], [-83.252, 39.917], [-83.244, 39.813], [-83.253, 39.695], [-83.423, 39.703], [-83.625, 39.715], [-83.653, 39.717], [-83.647, 39.773], [-83.588, 39.769], [-83.567, 39.837], [-83.543, 39.912], [-83.51, 40.004], [-83.515, 40.011], [-83.504, 40.111], [-83.28, 40.11], [-83.206, 40.108]]]"
179,Madison,2023,169,"[[[-83.206, 40.108], [-83.212, 40.048], [-83.262, 40.05], [-83.263, 40.042], [-83.256, 40.022], [-83.266, 40.007], [-83.253, 39.981], [-83.25, 39.955], [-83.238, 39.943], [-83.235, 39.926], [-83.252, 39.917], [-83.244, 39.813], [-83.253, 39.695], [-83.423, 39.703], [-83.625, 39.715], [-83.653, 39.717], [-83.647, 39.773], [-83.588, 39.769], [-83.567, 39.837], [-83.543, 39.912], [-83.51, 40.004], [-83.515, 40.011], [-83.504, 40.111], [-83.28, 40.11], [-83.206, 40.108]]]"
180,Mahoning,2020,1461,"[[[-80.518, 40.9], [-80.822, 40.901], [-80.822, 40.93], [-80.896, 40.93], [-80.897, 40.901], [-81.087, 40.901], [-81.086, 40.988], [-81.002, 40.988], [-81.002, 41.134], [-80.789, 41.134], [-80.518, 41.133], [-80.518, 40.9]]]"
181,Mahoning,2021,1776,"[[[-80.518, 40.9], [-80.822, 40.901], [-80.822, 40.93], [-80.896, 40.93], [-80.897, 40.901], [-81.087, 40.901], [-81.086, 40.988], [-81.002, 40.988], [-81.002, 41.134], [-80.789, 41.134], [-80.518, 41.133], [-80.518, 40.9]]]"
182,Mahoning,2022,1759,"[[[-80.518, 40.9], [-80.822, 40.901], [-80.822, 40.93], [-80.896, 40.93], [-80.897, 40.901], [-81.087, 40.901], [-81.086, 40.988], [-81.002, 40.988], [-81.002, 41.134], [-80.789, 41.134], [-80.518, 41.133], [-80.518, 40.9]]]"
183,Mahoning,2023,1910,"[[[-80.518, 40.9], [-80.822, 40.901], [-80.822, 40.93], [-80.896, 40.93], [-80.897, 40.901], [-81.087, 40.901], [-81.086, 40.988], [-81.002, 40.988], [-81.002, 41.134], [-80.789, 41.134], [-80.518, 41.133], [-80.518, 40.9]]]"
184,Marion,2020,429,"[[[-82.858, 40.705], [-82.86, 40.646], [-82.958, 40.645], [-82.958, 40.491], [-83.017, 40.484], [-83.021, 40.434], [-83.114, 40.437], [-83.248, 40.444], [-83.248, 40.507], [-83.419, 40.505], [-83.415, 40.515], [-83.42, 40.6], [-83.42, 40.687], [-83.305, 40.687], [-83.305, 40.702], [-83.247, 40.703], [-83.193, 40.702], [-83.111, 40.703], [-82.953, 40.704], [-82.858, 40.705]]]"
185,Marion,2021,415,"[[[-82.858, 40.705], [-82.86, 40.646], [-82.958, 40.645], [-82.958, 40.491], [-83.017, 40.484], [-83.021, 40.434], [-83.114, 40.437], [-83.248, 40.444], [-83.248, 40.507], [-83.419, 40.505], [-83.415, 40.515], [-83.42, 40.6], [-83.42, 40.687], [-83.305, 40.687], [-83.305, 40.702], [-83.247, 40.703], [-83.193, 40.702], [-83.111, 40.703], [-82.953, 40.704], [-82.858, 40.705]]]"
186,Marion,2022,446,"[[[-82.858, 40.705], [-82.86, 40.646], [-82.958, 40.645], [-82.958, 40.491], [-83.017, 40.484], [-83.021, 40.434], [-83.114, 40.437], [-83.248, 40.444], [-83.248, 40.507], [-83.419, 40.505], [-83.415, 40.515], [-83.42, 40.6], [-83.42, 40.687], [-83.305, 40.687], [-83.305, 40.702], [-83.247, 40.703], [-83.193, 40.702], [-83.111, 40.703], [-82.953, 40.704], [-82.858, 40.705]]]"
187,Marion,2023,584,"[[[-82.858, 40.705], [-82.86, 40.646], [-82.958, 40.645], [-82.958, 40.491], [-83.017, 40.484], [-83.021, 40.434], [-83.114, 40.437], [-83.248, 40.444], [-83.248, 40.507], [-83.419, 40.505], [-83.415, 40.515], [-83.42, 40.6], [-83.42, 40.687], [-83.305, 40.687], [-83.305, 40.702], [-83.247, 40.703], [-83.193, 40.702], [-83.111, 40.703], [-82.953, 40.704], [-82.858, 40.705]]]"
188,Medina,2020,422,"[[[-81.685, 41.277], [-81.688, 40.989], [-81.804, 40.988], [-82.129, 40.992], [-82.174, 40.992], [-82.171, 41.064], [-82.17, 41.137], [-82.074, 41.136], [-82.073, 41.2], [-81.974, 41.2], [-81.972, 41.275], [-81.878, 41.275], [-81.785, 41.276], [-81.685, 41.277]]]"
189,Medina,2021,414,"[[[-81.685, 41.277], [-81.688, 40.989], [-81.804, 40.988], [-82.129, 40.992], [-82.174, 40.992], [-82.171, 41.064], [-82.17, 41.137], [-82.074, 41.136], [-82.073, 41.2], [-81.974, 41.2], [-81.972, 41.275], [-81.878, 41.275], [-81.785, 41.276], [-81.685, 41.277]]]"
190,Medina,2022,408,"[[[-81.685, 41.277], [-81.688, 40.989], [-81.804, 40.988], [-82.129, 40.992], [-82.174, 40.992], [-82.171, 41.064], [-82.17, 41.137], [-82.074, 41.136], [-82.073, 41.2], [-81.974, 41.2], [-81.972, 41.275], [-81.878, 41.275], [-81.785, 41.276], [-81.685, 41.277]]]"
191,Medina,2023,342,"[[[-81.685, 41.277], [-81.688, 40.989], [-81.804, 40.988], [-82.129, 40.992], [-82.174, 40.992], [-82.171, 41.064], [-82.17, 41.137], [-82.074, 41.136], [-82.073, 41.2], [-81.974, 41.2], [-81.972, 41.275], [-81.878, 41.275], [-81.785, 41.276], [-81.685, 41.277]]]"
192,Meigs,2020,181,"[[[-82.1, 38.952], [-82.095, 39.002], [-82.217, 39.009], [-82.323, 39.013], [-82.323, 39.028], [-82.307, 39.205], [-82.269, 39.204], [-82.079, 39.194], [-81.957, 39.189], [-81.752, 39.181], [-81.75, 39.167], [-81.743, 39.153], [-81.74, 39.137], [-81.74, 39.11], [-81.748, 39.091], [-81.764, 39.082], [-81.784, 39.079], [-81.806, 39.084], [-81.811, 39.073], [-81.795, 39.046], [-81.777, 39.034], [-81.764, 39.021], [-81.762, 38.998], [-81.776, 38.977], [-81.776, 38.956], [-81.76, 38.938], [-81.76, 38.928], [-81.768, 38.923], [-81.786, 38.927], [-81.808, 38.943], [-81.824, 38.946], [-81.841, 38.929], [-81.847, 38.903], [-81.869, 38.883], [-81.887, 38.874], [-81.906, 38.878], [-81.928, 38.895], [-81.923, 38.906], [-81.902, 38.925], [-81.899, 38.932], [-81.917, 38.965], [-81.937, 38.993], [-81.945, 38.996], [-81.964, 38.992], [-81.978, 38.995], [-81.992, 39.02], [-82.01, 39.028], [-82.028, 39.029], [-82.042, 39.017], [-82.047, 38.997], [-82.062, 38.987], [-82.085, 38.977], [-82.1, 38.952]]]"
